timestamp=time,id=1
timestamp=0.633644,20=1
timestamp=0.633888,223=1
timestamp=0.634136,B4=1
timestamp=0.634369,25=1
timestamp=0.635235,22=1
timestamp=0.635459,23=1
timestamp=0.639712,B0=1
timestamp=0.639959,224=1
timestamp=0.640167,B2=1
timestamp=0.645672,20=1
timestamp=0.645940,B4=1
timestamp=0.646173,25=1
timestamp=0.646897,2C4=1
timestamp=0.647265,22=1
timestamp=0.647489,23=1
timestamp=0.648949,2D0=1
timestamp=0.651737,B0=1
timestamp=0.651963,B2=1
timestamp=0.657139,2C1=1
timestamp=0.657713,20=1
timestamp=0.657957,223=1
timestamp=0.658191,25=1
timestamp=0.658439,B4=1
timestamp=0.658627,583=1
timestamp=0.659307,22=1
timestamp=0.659532,23=1
timestamp=0.663783,B0=1
timestamp=0.664031,224=1
timestamp=0.664240,B2=1
timestamp=0.664484,2C6=1
timestamp=0.669759,20=1
timestamp=0.670027,B4=1
timestamp=0.670260,25=1
timestamp=0.670496,2C4=1
timestamp=0.670720,340=1
timestamp=0.671352,22=1
timestamp=0.671576,23=1
timestamp=0.675852,B0=1
timestamp=0.676002,320=1
timestamp=0.676210,B2=1
timestamp=0.680698,2D0=1
timestamp=0.681844,20=1
timestamp=0.682088,223=1
timestamp=0.682320,25=1
timestamp=0.682568,B4=1
timestamp=0.683440,22=1
timestamp=0.683665,23=1
timestamp=0.687910,B0=1
timestamp=0.688158,224=1
timestamp=0.688367,B2=1
timestamp=0.688883,2C1=1
timestamp=0.693866,20=1
timestamp=0.694102,2C4=1
timestamp=0.694351,B4=1
timestamp=0.694583,25=1
timestamp=0.695455,22=1
timestamp=0.695679,23=1
timestamp=0.696057,2C6=1
timestamp=0.699957,B0=1
timestamp=0.700183,B2=1
timestamp=0.705898,20=1
timestamp=0.706143,223=1
timestamp=0.706391,B4=1
timestamp=0.706623,25=1
timestamp=0.707489,22=1
timestamp=0.707713,23=1
timestamp=0.711969,B0=1
timestamp=0.712217,224=1
timestamp=0.712425,B2=1
timestamp=0.712669,2D0=1
timestamp=0.717553,2C4=1
timestamp=0.717949,20=1
timestamp=0.718217,B4=1
timestamp=0.718450,25=1
timestamp=0.718674,340=1
timestamp=0.719544,22=1
timestamp=0.719766,23=1
timestamp=0.720624,2C1=1
timestamp=0.724044,B0=1
timestamp=0.724194,320=1
timestamp=0.724402,B2=1
timestamp=0.727802,2C6=1
timestamp=0.730028,20=1
timestamp=0.730272,223=1
timestamp=0.730520,B4=1
timestamp=0.730753,25=1
timestamp=0.731622,22=1
timestamp=0.731847,23=1
timestamp=0.736096,B0=1
timestamp=0.736344,224=1
timestamp=0.736553,B2=1
timestamp=0.741096,2C4=1
timestamp=0.742082,20=1
timestamp=0.742351,B4=1
timestamp=0.742583,25=1
timestamp=0.743677,22=1
timestamp=0.743901,23=1
timestamp=0.744211,2D0=1
timestamp=0.748173,B0=1
timestamp=0.748399,B2=1
timestamp=0.752363,2C1=1
timestamp=0.754149,20=1
timestamp=0.754393,223=1
timestamp=0.754641,B4=1
timestamp=0.754873,25=1
timestamp=0.755735,22=1
timestamp=0.755959,23=1
timestamp=0.759529,2C6=1
timestamp=0.760247,B0=1
timestamp=0.760495,224=1
timestamp=0.760704,B2=1
timestamp=0.764655,2C4=1
timestamp=0.766233,20=1
timestamp=0.766502,B4=1
timestamp=0.766726,340=1
timestamp=0.767096,25=1
timestamp=0.767828,22=1
timestamp=0.768052,23=1
timestamp=0.772328,B0=1
timestamp=0.772478,320=1
timestamp=0.772686,B2=1
timestamp=0.775908,2D0=1
timestamp=0.778302,20=1
timestamp=0.778546,223=1
timestamp=0.778794,B4=1
timestamp=0.779102,25=1
timestamp=0.779900,22=1
timestamp=0.780125,23=1
timestamp=0.784116,2C1=1
timestamp=0.784397,B0=1
timestamp=0.784645,224=1
timestamp=0.784853,B2=1
timestamp=0.788195,2C4=1
timestamp=0.790377,20=1
timestamp=0.790645,B4=1
timestamp=0.791105,25=1
timestamp=0.791349,2C6=1
timestamp=0.791973,22=1
timestamp=0.792197,23=1
timestamp=0.796479,B0=1
timestamp=0.796703,B2=1
timestamp=0.802438,20=1
timestamp=0.802683,223=1
timestamp=0.802931,B4=1
timestamp=0.803163,25=1
timestamp=0.804033,22=1
timestamp=0.804257,23=1
timestamp=0.807661,2D0=1
timestamp=0.808509,B0=1
timestamp=0.808755,224=1
timestamp=0.808964,B2=1
timestamp=0.811750,2C4=1
timestamp=0.814451,20=1
timestamp=0.814720,B4=1
timestamp=0.814944,340=1
timestamp=0.815176,25=1
timestamp=0.815854,2C1=1
timestamp=0.816098,22=1
timestamp=0.816322,23=1
timestamp=0.820640,B0=1
timestamp=0.820790,320=1
timestamp=0.820999,B2=1
timestamp=0.823011,2C6=1
timestamp=0.825992,520=1
timestamp=0.826617,20=1
timestamp=0.826861,223=1
timestamp=0.827109,B4=1
timestamp=0.827341,25=1
timestamp=0.828215,22=1
timestamp=0.828439,23=1
timestamp=0.832685,B0=1
timestamp=0.832933,224=1
timestamp=0.833141,B2=1
timestamp=0.835289,2C4=1
timestamp=0.838653,20=1
timestamp=0.838921,B4=1
timestamp=0.839153,25=1
timestamp=0.839396,2D0=1
timestamp=0.840247,22=1
timestamp=0.840472,23=1
timestamp=0.844733,B0=1
timestamp=0.844961,B2=1
timestamp=0.847581,2C1=1
timestamp=0.850715,20=1
timestamp=0.850959,223=1
timestamp=0.851192,25=1
timestamp=0.851440,B4=1
timestamp=0.852316,22=1
timestamp=0.852540,23=1
timestamp=0.854764,2C6=1
timestamp=0.856814,B0=1
timestamp=0.857062,224=1
timestamp=0.857270,B2=1
timestamp=0.858856,2C4=1
timestamp=0.862784,20=1
timestamp=0.863008,340=1
timestamp=0.863256,B4=1
timestamp=0.863488,25=1
timestamp=0.864378,22=1
timestamp=0.864602,23=1
timestamp=0.868874,B0=1
timestamp=0.869024,320=1
timestamp=0.869232,B2=1
timestamp=0.871144,2D0=1
timestamp=0.874842,20=1
timestamp=0.875086,223=1
timestamp=0.875319,25=1
timestamp=0.875567,B4=1
timestamp=0.876435,22=1
timestamp=0.876657,23=1
timestamp=0.879331,2C1=1
timestamp=0.880939,B0=1
timestamp=0.881187,224=1
timestamp=0.881395,B2=1
timestamp=0.882389,2C4=1
timestamp=0.886491,2C6=1
timestamp=0.886885,20=1
timestamp=0.887153,B4=1
timestamp=0.887385,25=1
timestamp=0.888477,22=1
timestamp=0.888700,23=1
timestamp=0.892975,B0=1
timestamp=0.893201,B2=1
timestamp=0.898927,20=1
timestamp=0.899171,223=1
timestamp=0.899419,B4=1
timestamp=0.899651,25=1
timestamp=0.900515,22=1
timestamp=0.900738,23=1
timestamp=0.902878,2D0=1
timestamp=0.905028,B0=1
timestamp=0.905276,224=1
timestamp=0.905484,B2=1
timestamp=0.905670,591=1
timestamp=0.905952,2C4=1
timestamp=0.911062,2C1=1
timestamp=0.911218,20=1
timestamp=0.911442,340=1
timestamp=0.911691,B4=1
timestamp=0.911921,25=1
timestamp=0.912819,22=1
timestamp=0.913043,23=1
timestamp=0.917091,B0=1
timestamp=0.917241,320=1
timestamp=0.917449,B2=1
timestamp=0.918241,2C6=1
timestamp=0.923049,20=1
timestamp=0.923293,223=1
timestamp=0.923541,B4=1
timestamp=0.923773,25=1
timestamp=0.924647,22=1
timestamp=0.924870,23=1
timestamp=0.929115,B0=1
timestamp=0.929363,224=1
timestamp=0.929572,B2=1
timestamp=0.929812,2C4=1
timestamp=0.930062,3B2=1
timestamp=0.934626,2D0=1
timestamp=0.935072,20=1
timestamp=0.935340,B4=1
timestamp=0.935572,25=1
timestamp=0.936664,22=1
timestamp=0.936886,23=1
timestamp=0.941150,B0=1
timestamp=0.941376,B2=1
timestamp=0.942812,2C1=1
timestamp=0.947091,20=1
timestamp=0.947336,223=1
timestamp=0.947568,25=1
timestamp=0.947816,B4=1
timestamp=0.948060,4C3=1
timestamp=0.948686,22=1
timestamp=0.948910,23=1
timestamp=0.949972,2C6=1
timestamp=0.953052,2C4=1
timestamp=0.953263,B0=1
timestamp=0.953509,224=1
timestamp=0.953717,B2=1
timestamp=0.959177,340=1
timestamp=0.959333,20=1
timestamp=0.959601,B4=1
timestamp=0.960171,25=1
timestamp=0.960929,22=1
timestamp=0.961153,23=1
timestamp=0.964207,526=1
timestamp=0.965217,B0=1
timestamp=0.965367,320=1
timestamp=0.965576,B2=1
timestamp=0.966354,2D0=1
timestamp=0.971177,20=1
timestamp=0.971422,223=1
timestamp=0.971670,B4=1
timestamp=0.971902,25=1
timestamp=0.972774,22=1
timestamp=0.972998,23=1
timestamp=0.974536,2C1=1
timestamp=0.976590,2C4=1
timestamp=0.977246,B0=1
timestamp=0.977492,224=1
timestamp=0.977701,B2=1
timestamp=0.980428,56F=1
timestamp=0.981726,2C6=1
timestamp=0.983232,20=1
timestamp=0.983500,B4=1
timestamp=0.983732,25=1
timestamp=0.984830,22=1
timestamp=0.985055,23=1
timestamp=0.989312,B0=1
timestamp=0.989538,B2=1
timestamp=0.995256,20=1
timestamp=0.995500,223=1
timestamp=0.995748,B4=1
timestamp=0.996173,25=1
timestamp=0.996847,22=1
timestamp=0.997069,23=1
timestamp=0.998105,2D0=1
timestamp=1.000147,2C4=1
timestamp=1.001349,B0=1
timestamp=1.001595,224=1
timestamp=1.001803,B2=1
timestamp=1.006293,2C1=1
timestamp=1.007289,340=1
timestamp=1.007445,20=1
timestamp=1.007714,B4=1
timestamp=1.008180,25=1
timestamp=1.009038,22=1
timestamp=1.009262,23=1
timestamp=1.013408,B0=1
timestamp=1.013652,2C6=1
timestamp=1.013860,B2=1
timestamp=1.014010,320=1
timestamp=1.017639,5D5=1
timestamp=1.019369,20=1
timestamp=1.019613,223=1
timestamp=1.019861,B4=1
timestamp=1.020183,25=1
timestamp=1.020969,22=1
timestamp=1.021193,23=1
timestamp=1.023687,2C4=1
timestamp=1.025561,B0=1
timestamp=1.025807,224=1
timestamp=1.026016,B2=1
timestamp=1.029831,2D0=1
timestamp=1.031567,20=1
timestamp=1.031835,B4=1
timestamp=1.032188,25=1
timestamp=1.033169,22=1
timestamp=1.033394,23=1
timestamp=1.037659,B0=1
timestamp=1.037886,B2=1
timestamp=1.038118,2C1=1
timestamp=1.039490,57A=1
timestamp=1.043660,20=1
timestamp=1.043904,223=1
timestamp=1.044152,B4=1
timestamp=1.044385,25=1
timestamp=1.045205,2C6=1
timestamp=1.045451,22=1
timestamp=1.045675,23=1
timestamp=1.047251,2C4=1
timestamp=1.049767,B0=1
timestamp=1.050013,224=1
timestamp=1.050221,B2=1
timestamp=1.055425,340=1
timestamp=1.055725,20=1
timestamp=1.055993,B4=1
timestamp=1.056225,25=1
timestamp=1.057315,22=1
timestamp=1.057542,23=1
timestamp=1.061581,2D0=1
timestamp=1.061843,B0=1
timestamp=1.061994,320=1
timestamp=1.062202,B2=1
timestamp=1.067809,20=1
timestamp=1.068054,223=1
timestamp=1.068286,25=1
timestamp=1.068534,B4=1
timestamp=1.069398,22=1
timestamp=1.069622,23=1
timestamp=1.069860,2C1=1
timestamp=1.070786,2C4=1
timestamp=1.073900,B0=1
timestamp=1.074146,224=1
timestamp=1.074355,B2=1
timestamp=1.076934,2C6=1
timestamp=1.078940,423=1
timestamp=1.079885,20=1
timestamp=1.080153,B4=1
timestamp=1.080385,25=1
timestamp=1.081479,22=1
timestamp=1.081703,23=1
timestamp=1.085981,B0=1
